Protein,Interaction,Drug,Scores
MEN1,PD,D01140,0.7644
MEN1,PD,D03470,0.759
MEN1,PD,D05738,0.7588
MEN1,PD,D00233,0.7567
MEN1,PD,D03493,0.7564
MEN1,PD,D03882,0.7562
MEN1,PD,D01913,0.7545
MEN1,PD,D01896,0.7534
MEN1,PD,D00401,0.7519
MEN1,PD,D06223,0.7518
MEN1,PD,D02534,0.7505
MEN1,PD,D07364,0.7494
MEN1,PD,D08062,0.7484
MEN1,PD,D00351,0.7479
MEN1,PD,D01049,0.7443
MEN1,PD,D01335,0.744
MEN1,PD,D00302,0.7437
MEN1,PD,D02217,0.741
MEN1,PD,D00005,0.7409
MEN1,PD,D02360,0.7404
MEN1,PD,D00449,0.7404
MEN1,PD,D01044,0.7398
MEN1,PD,D00169,0.7387
MEN1,PD,D00486,0.7385
MEN1,PD,D01956,0.7379
MEN1,PD,D00343,0.7375
MEN1,PD,D04184,0.7369
MEN1,PD,D00825,0.7364
MEN1,PD,D06134,0.7353
MEN1,PD,D00467,0.7329
MEN1,PD,D01200,0.7313
MEN1,PD,D00577,0.7288
MEN1,PD,D00395,0.7286
MEN1,PD,D00729,0.728
MEN1,PD,D00130,0.7276
MEN1,PD,D01071,0.7255
MEN1,PD,D01418,0.7242
MEN1,PD,D08552,0.7227
MEN1,PD,D08257,0.7211
MEN1,PD,D00849,0.7188
MEN1,PD,D01261,0.7181
MEN1,PD,D03564,0.7177
MEN1,PD,D04514,0.7172
MEN1,PD,D06218,0.7169
MEN1,PD,D00427,0.7151
MEN1,PD,D04140,0.715
MEN1,PD,D05951,0.7148
MEN1,PD,D00811,0.7144
MEN1,PD,D07282,0.7136
MEN1,PD,D03798,0.7135
MEN1,PD,D07270,0.7125
MEN1,PD,D01152,0.7113
MEN1,PD,D08470,0.7107
MEN1,PD,D05166,0.7086
MEN1,PD,D02204,0.7075
MEN1,PD,D07218,0.7075
MEN1,PD,D02027,0.7073
MEN1,PD,D05200,0.7069
MEN1,PD,D01404,0.7064
MEN1,PD,D01275,0.7058
MEN1,PD,D00965,0.7057
MEN1,PD,D00565,0.705
MEN1,PD,D00197,0.704
MEN1,PD,D03985,0.7033
MEN1,PD,D01773,0.7032
MEN1,PD,D00819,0.7027
MEN1,PD,D06067,0.7027
MEN1,PD,D01371,0.7023
MEN1,PD,D02797,0.7003
MEN1,PD,D02725,0.7003
MINK1,PD,D08552,0.7732
MKNK2,PD,D09868,0.8058
MKNK2,PD,D08552,0.7361
NR3C1,PD,D00066,0.9608
NR3C1,PD,D00088,0.9429
NR3C1,PD,D00951,0.8916
NR3C1,PD,D00289,0.8455
NR3C1,PD,D00075,0.8069
NR3C1,PD,D07495,0.792
NR3C1,PD,D00328,0.7891
NR3C1,PD,D00585,0.7861
NR3C1,PD,D00443,0.7796
NR3C1,PD,D00165,0.7793
NR3C1,PD,D02996,0.7779
NR3C1,PD,D00325,0.7768
NR3C1,PD,D01387,0.775
NR3C1,PD,D00385,0.7693
NR3C1,PD,D00408,0.7693
NR3C1,PD,D00327,0.7643
NR3C1,PD,D00105,0.7585
NR3C1,PD,D01825,0.7581
NR3C1,PD,D00554,0.739
NR3C1,PD,D00983,0.7357
NR3C1,PD,D00185,0.7349
NR3C1,PD,D09571,0.7345
NR3C1,PD,D08277,0.7302
NR3C1,PD,D00472,0.7297
NR3C1,PD,D01327,0.7223
NR3C1,PD,D00407,0.7216
NR3C1,PD,D00246,0.7207
NR3C1,PD,D08465,0.7179
NR3C1,PD,D00952,0.7137
NR3C1,PD,D00292,0.7107
NR3C1,PD,D03697,0.7103
NR3C1,PD,D07967,0.7102
NR3C1,PD,D01299,0.7095
NR3C1,PD,D07456,0.7049
NTRK1,PD,D08552,1
NTRK1,PD,D08279,0.8249
NTRK1,PD,D09635,0.7166
NTRK3,PD,D08552,0.9026
NTRK3,PD,D08279,0.7597
PCSK4,PD,D00043,0.8248
PCSK4,PD,D07606,0.7099
PDE1A,PD,D00528,1
PDE1A,PD,D00501,0.9592
PDE1A,PD,D01453,0.9077
PDE1A,PD,D00371,0.8945
PDE1A,PD,D06103,0.8719
PDE1A,PD,D00227,0.8481
PDE1A,PD,D05429,0.8345
PDE1A,PD,D01712,0.8268
PDE1A,PD,D06104,0.8236
PDE1A,PD,D07425,0.81
PDE1A,PD,D01630,0.7771
PDE1A,PD,D02218,0.7708
PDE1A,PD,D00417,0.7686
PDE1A,PD,D02017,0.7674
PDE1A,PD,D01771,0.766
PDE1A,PD,D07603,0.7621
PDE1A,PD,D07439,0.7449
PDE1A,PD,D07089,0.743
PDE1A,PD,D00691,0.7278
PDE1A,PD,D08238,0.726
PDE1A,PD,D00302,0.7199
PDE1A,PD,D07961,0.7094
PDE1A,PD,D00718,0.7016
PDGFRA,PD,D03736,1
PDGFRA,PD,D08524,1
PDGFRA,PD,D09635,1
PDGFRA,PD,D06407,0.841
PDGFRA,PD,D08066,0.7624
PDGFRA,PD,D08552,0.7609
PDGFRA,PD,D08881,0.7351
PDGFRA,PD,D08279,0.7068
PDGFRB,PD,D03736,1
PDGFRB,PD,D08524,1
PDGFRB,PD,D09635,1
PDGFRB,PD,D08066,0.8345
PDGFRB,PD,D06407,0.8336
PDGFRB,PD,D08881,0.7988
PDGFRB,PD,D08279,0.7966
PDGFRB,PD,D08552,0.7478
PDGFRB,PD,D09589,0.72
PSMD7,PD,D00283,0.7834
PSMD7,PD,D00454,0.7793
PSMD7,PD,D01321,0.7697
PSMD7,PD,D08456,0.7634
PSMD7,PD,D00561,0.7348
PSMD7,PD,D00426,0.728
PTK2B,PD,D08552,0.7098
ROCK2,PD,D08552,0.8019
RPS6KA1,PD,D08552,0.7141
RPS6KA1,PD,D09868,0.7117
RPS6KA2,PD,D08552,0.7929
RPS6KB1,PD,D08552,0.8127
RYR2,PD,D07447,0.7803
RYR2,PD,D00332,0.7768
RYR2,PD,D00354,0.7318
RYR2,PD,D00437,0.7232
SIK2,PD,D08279,0.7371
SMN2,PD,D00238,0.9101
SMN2,PD,D08044,0.8866
SMN2,PD,D02335,0.886
SMN2,PD,D00369,0.8826
SMN2,PD,D01264,0.8792
SMN2,PD,D08603,0.879
SMN2,PD,D03625,0.8779
SMN2,PD,D00507,0.8775
SMN2,PD,D08358,0.8775
SMN2,PD,D01140,0.8718
SMN2,PD,D01046,0.866
SMN2,PD,D02910,0.8654
SMN2,PD,D07792,0.8617
SMN2,PD,D02486,0.8614
SMN2,PD,D00266,0.8606
SMN2,PD,D04876,0.8606
SMN2,PD,D01338,0.8522
SMN2,PD,D02166,0.852
SMN2,PD,D00423,0.8515
SMN2,PD,D01275,0.8364
SMN2,PD,D00636,0.8346
SMN2,PD,D00066,0.8287
SMN2,PD,D01575,0.8219
SMN2,PD,D00372,0.8214
SMN2,PD,D00294,0.8209
SMN2,PD,D00586,0.8202
SMN2,PD,D00475,0.8193
SMN2,PD,D00802,0.818
SMN2,PD,D02027,0.816
SMN2,PD,D00965,0.8147
SMN2,PD,D00401,0.8132
SMN2,PD,D01678,0.8085
SMN2,PD,D08224,0.8061
SMN2,PD,D00640,0.8027
SMN2,PD,D02312,0.8026
SMN2,PD,D00425,0.802
SMN2,PD,D02218,0.8011
SMN2,PD,D05738,0.7994
SMN2,PD,D07270,0.7983
SMN2,PD,D05229,0.7961
SMN2,PD,D00789,0.7954
SMN2,PD,D01302,0.7921
SMN2,PD,D00386,0.7918
SMN2,PD,D00209,0.7908
SMN2,PD,D03135,0.7895
SMN2,PD,D00749,0.7851
SMN2,PD,D00302,0.7847
SMN2,PD,D05799,0.781
SMN2,PD,D05529,0.7795
SMN2,PD,D00436,0.7783
SMN2,PD,D07927,0.7758
SMN2,PD,D00471,0.7739
SMN2,PD,D01049,0.7739
SMN2,PD,D00775,0.7699
SMN2,PD,D00159,0.7687
SMN2,PD,D02418,0.768
SMN2,PD,D01552,0.7662
SMN2,PD,D07425,0.7661
SMN2,PD,D00830,0.7646
SMN2,PD,D07457,0.7645
SMN2,PD,D07245,0.763
SMN2,PD,D00332,0.7627
SMN2,PD,D04931,0.7625
SMN2,PD,D00565,0.7569
SMN2,PD,D00654,0.7556
SMN2,PD,D00340,0.7527
SMN2,PD,D01042,0.7525
SMN2,PD,D07926,0.7522
SMN2,PD,D00651,0.7515
SMN2,PD,D00051,0.7508
SMN2,PD,D08435,0.7508
SMN2,PD,D00886,0.7505
SMN2,PD,D03882,0.7503
SMN2,PD,D05170,0.7495
SMN2,PD,D00270,0.7493
SMN2,PD,D04184,0.7485
SMN2,PD,D04530,0.7483
SMN2,PD,D07260,0.7476
SMN2,PD,D01784,0.7476
SMN2,PD,D04162,0.7465
SMN2,PD,D00214,0.7463
SMN2,PD,D01366,0.7456
SMN2,PD,D08062,0.7454
SMN2,PD,D00577,0.7453
SMN2,PD,D01896,0.7452
SMN2,PD,D02846,0.745
SMN2,PD,D00488,0.7437
SMN2,PD,D07218,0.7434
SMN2,PD,D03029,0.7412
SMN2,PD,D01392,0.7409
SMN2,PD,D00269,0.7406
SMN2,PD,D00859,0.7406
SMN2,PD,D00798,0.7401
SMN2,PD,D00334,0.7396
SMN2,PD,D00112,0.7373
SMN2,PD,D07337,0.7371
SMN2,PD,D01371,0.7362
SMN2,PD,D01426,0.7327
SMN2,PD,D00359,0.7315
SMN2,PD,D00862,0.7314
SMN2,PD,D00583,0.7311
SMN2,PD,D07282,0.731
SMN2,PD,D05442,0.7299
SMN2,PD,D00493,0.7258
SMN2,PD,D08349,0.7246
SMN2,PD,D00541,0.7242
SMN2,PD,D01344,0.7239
SMN2,PD,D01370,0.7232
SMN2,PD,D00994,0.7219
SMN2,PD,D07231,0.7216
SMN2,PD,D02289,0.7205
SMN2,PD,D00196,0.7186
SMN2,PD,D01364,0.7182
SMN2,PD,D00691,0.716
SMN2,PD,D05822,0.7156
SMN2,PD,D02413,0.7131
SMN2,PD,D05456,0.713
SMN2,PD,D05200,0.7125
SMN2,PD,D00536,0.7119
SMN2,PD,D00088,0.71
SMN2,PD,D00391,0.7096
SMN2,PD,D00481,0.7072
SMN2,PD,D02754,0.7052
SMN2,PD,D00054,0.7046
SMN2,PD,D03585,0.7021
SMN2,PD,D00402,0.7019
SMN2,PD,D00881,0.7016
SMN2,PD,D07110,0.7
SRPK1,PD,D08552,0.7993
STK4,PD,D08279,0.8302
TAOK3,PD,D08552,0.8962
TAOK3,PD,D08279,0.7182
TDP1,PD,D00417,1
TDP1,PD,D00501,1
TDP1,PD,D00528,1
TDP1,PD,D00808,0.9507
TDP1,PD,D06096,0.87
TDP1,PD,D08224,0.857
TDP1,PD,D02166,0.8355
TDP1,PD,D07425,0.8171
TDP1,PD,D03882,0.8023
TDP1,PD,D01046,0.795
TDP1,PD,D08465,0.751
TDP1,PD,D00908,0.7468
TDP1,PD,D02005,0.7364
TDP1,PD,D05294,0.7044
TDP1,PD,D00290,0.7043
TDP1,PD,D00233,0.7038
TDP1,PD,D07870,0.7031
TDP1,PD,D01261,0.7014
TMPRSS2,PD,D00043,0.8185
TMPRSS2,PD,D07606,0.7044
TNK2,PD,D08279,0.8787
TNK2,PD,D08552,0.775
TPP2,PD,D00043,0.7825
TPSAB1,PD,D00043,0.8371
TPSAB1,PD,D07606,0.7206
TRPV6,PD,D00437,0.7178
TRPV6,PD,D07447,0.7048
TRPV6,PD,D00332,0.7025
TUBB,PD,D08679,1
TUBB,PD,D08675,0.9906
TUBB,PD,D02197,0.969
TUBB,PD,D08680,0.9115
TUBB,PD,D00570,0.9088
TUBB,PD,D01068,0.898
TUBB,PD,D06304,0.8823
TUBB,PD,D05529,0.8753
TUBB,PD,D01935,0.8659
TUBB,PD,D07866,0.8578
TUBB,PD,D01769,0.8307
TUBB,PD,D00491,0.8176
TUBB,PD,D05333,0.8123
TUBB,PD,D02165,0.8073
TUBB,PD,D06308,0.7936
TUBB,PD,D10030,0.7689
TUBB,PD,D04864,0.7656
TUBB,PD,D06307,0.7577
TUBB,PD,D10029,0.7573
TUBB,PD,D08914,0.7528
TUBB,PD,D06306,0.7503
TUBB3,PD,D08679,0.9577
TUBB3,PD,D08675,0.8926
TUBB3,PD,D02197,0.8692
TUBB3,PD,D08680,0.8194
TUBB3,PD,D00570,0.817
TUBB3,PD,D01068,0.8102
TUBB3,PD,D06304,0.7958
TUBB3,PD,D05529,0.7853
TUBB3,PD,D01935,0.781
TUBB3,PD,D07866,0.7729
TUBB3,PD,D01769,0.7498
TUBB3,PD,D00491,0.7372
TUBB3,PD,D05333,0.7337
TUBB3,PD,D02165,0.7288
TXK,PD,D05399,0.781
TXK,PD,D08950,0.7659
TYK2,PD,D08552,0.9044
TYRO3,PD,D08279,0.7328
